DATAFLOW,LAST UPDATE,freq,siec,nrg_cons,unit,tax,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2008-S2,0.0667,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2009-S1,0.0632,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2009-S2,0.0558,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2010-S1,0.0562,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2010-S2,0.062,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2011-S1,0.0605,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2011-S2,0.0688,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2012-S1,0.0657,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2012-S2,0.0739,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2013-S1,0.0692,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2013-S2,0.0746,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2014-S1,0.0686,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2014-S2,0.0741,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2015-S1,0.0672,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2015-S2,0.0725,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2016-S1,0.0643,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2016-S2,0.0675,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2017-S1,0.0619,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2017-S2,0.0682,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2018-S1,0.0631,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2018-S2,0.0719,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2019-S1,0.0674,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2019-S2,0.0728,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2020-S1,0.0646,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2020-S2,0.0701,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2021-S1,0.0640,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2021-S2,0.0784,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2022-S1,0.0847,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2022-S2,0.1125,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2023-S1,0.1163,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2023-S2,0.1141,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2024-S1,0.1104,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2024-S2,0.1244,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,All taxes and levies included,Euro,European Union - 27 countries (from 2020),2025-S1,0.1143,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2007-S2,0.0456,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2008-S1,0.0479,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2008-S2,0.0581,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2009-S1,0.0485,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2009-S2,0.0435,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2010-S1,0.0415,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2010-S2,0.042,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2011-S1,0.0435,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2011-S2,0.0478,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2012-S1,0.0476,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2012-S2,0.0486,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2013-S1,0.0496,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2013-S2,0.0519,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2014-S1,0.051,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2014-S2,0.0513,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2015-S1,0.0509,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2015-S2,0.0513,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2016-S1,0.0496,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2016-S2,0.048,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2017-S1,0.0454,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2017-S2,0.0453,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2018-S1,0.0452,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2018-S2,0.0451,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2019-S1,0.0472,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2019-S2,0.0431,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2020-S1,0.0439,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2020-S2,0.0471,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2021-S1,0.0435,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2021-S2,0.0474,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2022-S1,0.0561,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2022-S2,0.0741,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2023-S1,0.0969,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2023-S2,0.0930,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2024-S1,0.0925,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2024-S2,0.0872,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,Germany,2025-S1,0.0830,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2007-S1,0.0423,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2007-S2,0.0417,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2008-S1,0.0434,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2008-S2,0.0502,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2009-S1,0.047,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2009-S2,0.0412,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2010-S1,0.0403,,
ESTAT:NRG_PC_202(1.0),21/11/25 23:00:00,"Half-yearly, semesterly",Natural gas,Consumption from 20 GJ to 199 GJ - band D2,Kilowatt-hour,Excluding taxes and levies,Euro,European Union - 27 countries (from 2020),2010-S2,0.0446,,
